PCA_components,Best_Params,Max_MSE,Min_MSE,Max_R2,Min_R2,Max_RMSE,Min_RMSE,Max_MAE,Min_MAE
1,{},0.024065873058041767,0.015089885188499082,0.2505874405275854,-0.3326965796452448,0.1551317925444097,0.12284089379558862,0.11415853429274975,0.09038647574009234
2,{},0.014517463812641816,0.008873607239015206,0.41056933785458116,0.13653736179439435,0.12048843850196506,0.09419982610926203,0.08897404222557623,0.07297042444343778
3,{},0.011679360471307042,0.004852282097309436,0.6358320119346859,0.2664060819205025,0.10807108989598949,0.06965832396282182,0.07557861486365042,0.05164601075635436
4,{},0.006314622663896728,0.003719987985261278,0.7447736677042297,0.6290217282617623,0.07946460006755668,0.060991704233127296,0.05618069607008702,0.04408979463699248
5,{},0.0063126864253311476,0.0033558242413072514,0.779655093922841,0.5446387336847944,0.07945241610757439,0.0579294764459964,0.05366710711637526,0.0423753345180945
6,{},0.008484629332128844,0.0035339665487860114,0.805905085962104,0.39412018790822134,0.09211204770348363,0.059447174439043036,0.059114423552085134,0.043896237238431696
7,{},0.0078092622229591225,0.003373978207451706,0.7685132084980983,0.5505045832378385,0.08837003011745058,0.05808595533734214,0.057066903670622046,0.03970662860363809
8,{},0.006701683253522479,0.0033302666702524045,0.772621352914215,0.5472177150452862,0.08186380918038495,0.05770846272647023,0.052692023288911066,0.04428061361759142
9,{},0.007139307630362462,0.003931500529132551,0.7799839673039789,0.5113986952810531,0.08449442366430143,0.0627016788382301,0.06169347455946935,0.045900981781975235
10,{},0.008972711332275887,0.004679258243615038,0.7721769046159586,0.3971532559282228,0.09472439671106851,0.06840510392956828,0.06166979441670328,0.04833647572153072
11,{},0.008687533308514347,0.0035651248993001294,0.7581694726780585,0.5322749006045008,0.09320693809215248,0.05970866686922535,0.058217229233683526,0.043764805519424375
12,{},0.008487874240676152,0.004105144369952558,0.7316090085136131,0.4257096025358207,0.09212965994008744,0.06407140056181508,0.058941994783150035,0.04654983310926561
13,{},0.007081472593316827,0.004239295984908219,0.7442710114893979,0.4223027430999994,0.08415148598400879,0.06510987624706577,0.05409606886453497,0.047340295465324186
14,{},0.008164438057819499,0.004314482477153246,0.7426663829840197,0.5808349064349909,0.09035728004881233,0.06568472027156122,0.05827165858992297,0.047311417153998746
15,{},0.008563729069940794,0.0038718007926909753,0.7526527657622738,0.42463141900530055,0.09254041857448449,0.06222379603247439,0.05958896905074476,0.0439534211589382
16,{},0.0064301642533582054,0.004140445550739371,0.7909894142634037,0.5888007256319959,0.08018830496623686,0.06434629399382198,0.05556862028523869,0.045723331355498456
17,{},0.00817672280545319,0.0036360082022140108,0.7533612970864123,0.33295366565423534,0.09042523323416528,0.06029932173925351,0.05560256825147039,0.04078640521913548
18,{},0.008614193747647448,0.00399464064184241,0.7232674343462454,0.5309825386287081,0.09281268096358088,0.0632031695553507,0.06059721738391856,0.044182386723785966
19,{},0.0059685052008557,0.004115392506459643,0.7790382527350151,0.6410915830319541,0.07725610138271087,0.06415132505614864,0.052641778376387,0.044810946861029925
20,{},0.006329162097536509,0.0038525623597121536,0.7703306024142362,0.5425991015026909,0.07955603118266087,0.06206901287850608,0.05356832666214796,0.042372233791954296
